TimeStample,T,W,WD
2015-01-05 23:00:00,0.368571429,0.195652174,-0.765830574
2015-01-06 02:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 05:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 08:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 11:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 14:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 17:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 20:00:00,0.302857143,0.282608696,-0.765830574
2015-01-06 23:00:00,0.302857143,0.282608696,-0.765830574
2015-01-07 02:00:00,0.26,0.173913043,-0.765830574
2015-01-07 05:00:00,0.26,0.173913043,-0.765830574
2015-01-07 08:00:00,0.26,0.173913043,-0.765830574
2015-01-07 11:00:00,0.26,0.173913043,-0.765830574
2015-01-07 14:00:00,0.26,0.173913043,-0.765830574
2015-01-07 17:00:00,0.26,0.173913043,-0.765830574
2015-01-07 20:00:00,0.26,0.173913043,-0.765830574
2015-01-07 23:00:00,0.26,0.173913043,-0.765830574
2015-01-08 02:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 05:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 08:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 11:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 14:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 17:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 20:00:00,0.257142857,0.065217391,1.2245251
2015-01-08 23:00:00,0.257142857,0.065217391,1.2245251
2015-01-09 02:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 05:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 08:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 11:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 14:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 17:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 20:00:00,0.314285714,0.043478261,1.47331956
2015-01-09 23:00:00,0.314285714,0.043478261,1.47331956
2015-01-10 02:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 05:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 08:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 11:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 14:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 17:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 20:00:00,0.337142857,0.108695652,0.975730641
2015-01-10 23:00:00,0.337142857,0.108695652,0.975730641
2015-01-11 02:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 05:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 08:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 11:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 14:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 17:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 20:00:00,0.337142857,0.130434783,0.478141723
2015-01-11 23:00:00,0.337142857,0.130434783,0.478141723
2015-01-12 02:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 05:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 08:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 11:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 14:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 17:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 20:00:00,0.345714286,0.130434783,-0.517036114
2015-01-12 23:00:00,0.345714286,0.130434783,-0.517036114
2015-01-13 02:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 05:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 08:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 11:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 14:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 17:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 20:00:00,0.342857143,0.195652174,-0.268241655
2015-01-13 23:00:00,0.342857143,0.195652174,-0.268241655
2015-01-14 02:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 05:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 08:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 11:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 14:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 17:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 20:00:00,0.268571429,0.108695652,1.2245251
2015-01-14 23:00:00,0.268571429,0.108695652,1.2245251
2015-01-15 02:00:00,0.32,0.065217391,-0.517036114
2015-01-15 05:00:00,0.32,0.065217391,-0.517036114
2015-01-15 08:00:00,0.32,0.065217391,-0.517036114
2015-01-15 11:00:00,0.32,0.065217391,-0.517036114
2015-01-15 14:00:00,0.32,0.065217391,-0.517036114
2015-01-15 17:00:00,0.32,0.065217391,-0.517036114
2015-01-15 20:00:00,0.32,0.065217391,-0.517036114
2015-01-15 23:00:00,0.32,0.065217391,-0.517036114
2015-01-16 02:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 05:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 08:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 11:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 14:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 17:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 20:00:00,0.282857143,0.086956522,1.2245251
2015-01-16 23:00:00,0.282857143,0.086956522,1.2245251
2015-01-17 02:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 05:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 08:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 11:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 14:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 17:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 20:00:00,0.351428571,0.282608696,-0.765830574
2015-01-17 23:00:00,0.351428571,0.282608696,-0.765830574
2015-01-18 02:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 05:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 08:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 11:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 14:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 17:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 20:00:00,0.351428571,0.130434783,-1.014625033
2015-01-18 23:00:00,0.351428571,0.130434783,-1.014625033
2015-01-19 02:00:00,0.34,0.108695652,1.2245251
2015-01-19 05:00:00,0.34,0.108695652,1.2245251
2015-01-19 08:00:00,0.34,0.108695652,1.2245251
2015-01-19 11:00:00,0.34,0.108695652,1.2245251
2015-01-19 14:00:00,0.34,0.108695652,1.2245251
2015-01-19 17:00:00,0.34,0.108695652,1.2245251
2015-01-19 20:00:00,0.34,0.108695652,1.2245251
2015-01-19 23:00:00,0.34,0.108695652,1.2245251
2015-01-20 02:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 05:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 08:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 11:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 14:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 17:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 20:00:00,0.354285714,0.152173913,0.975730641
2015-01-20 23:00:00,0.354285714,0.152173913,0.975730641
2015-01-21 02:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 05:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 08:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 11:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 14:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 17:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 20:00:00,0.305714286,0.239130435,1.2245251
2015-01-21 23:00:00,0.305714286,0.239130435,1.2245251
2015-01-22 02:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 05:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 08:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 11:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 14:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 17:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 20:00:00,0.308571429,0.173913043,-0.765830574
2015-01-22 23:00:00,0.308571429,0.173913043,-0.765830574
2015-01-23 02:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 05:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 08:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 11:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 14:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 17:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 20:00:00,0.348571429,0.086956522,-0.765830574
2015-01-23 23:00:00,0.348571429,0.086956522,-0.765830574
2015-01-24 02:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 05:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 08:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 11:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 14:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 17:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 20:00:00,0.371428571,0.086956522,-0.765830574
2015-01-24 23:00:00,0.371428571,0.086956522,-0.765830574
2015-01-25 02:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 05:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 08:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 11:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 14:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 17:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 20:00:00,0.351428571,0.195652174,-1.014625033
2015-01-25 23:00:00,0.351428571,0.195652174,-1.014625033
2015-01-26 02:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 05:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 08:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 11:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 14:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 17:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 20:00:00,0.311428571,0.173913043,-0.765830574
2015-01-26 23:00:00,0.311428571,0.173913043,-0.765830574
2015-01-27 02:00:00,0.28,0.673913043,-0.765830574
2015-01-27 05:00:00,0.28,0.673913043,-0.765830574
2015-01-27 08:00:00,0.28,0.673913043,-0.765830574
2015-01-27 11:00:00,0.28,0.673913043,-0.765830574
2015-01-27 14:00:00,0.28,0.673913043,-0.765830574
2015-01-27 17:00:00,0.28,0.673913043,-0.765830574
2015-01-27 20:00:00,0.28,0.673913043,-0.765830574
2015-01-27 23:00:00,0.28,0.673913043,-0.765830574
2015-01-28 02:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 05:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 08:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 11:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 14:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 17:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 20:00:00,0.148571429,0.543478261,-0.765830574
2015-01-28 23:00:00,0.148571429,0.543478261,-0.765830574
2015-01-29 02:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 05:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 08:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 11:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 14:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 17:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 20:00:00,0.108571429,0.326086957,-0.765830574
2015-01-29 23:00:00,0.108571429,0.326086957,-0.765830574
2015-01-30 02:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 05:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 08:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 11:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 14:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 17:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 20:00:00,0.168571429,0.391304348,-1.014625033
2015-01-30 23:00:00,0.168571429,0.391304348,-1.014625033
2015-01-31 02:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 05:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 08:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 11:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 14:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 17:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 20:00:00,0.122857143,0.304347826,-0.765830574
2015-01-31 23:00:00,0.122857143,0.304347826,-0.765830574
2015-02-01 02:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 05:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 08:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 11:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 14:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 17:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 20:00:00,0.134285714,0.130434783,-1.014625033
2015-02-01 23:00:00,0.134285714,0.130434783,-1.014625033
2015-02-02 02:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 05:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 08:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 11:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 14:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 17:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 20:00:00,0.182857143,0.086956522,-1.014625033
2015-02-02 23:00:00,0.182857143,0.086956522,-1.014625033
2015-02-03 02:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 05:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 08:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 11:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 14:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 17:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 20:00:00,0.231428571,0.239130435,-0.765830574
2015-02-03 23:00:00,0.231428571,0.239130435,-0.765830574
2015-02-04 02:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 05:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 08:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 11:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 14:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 17:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 20:00:00,0.234285714,0.152173913,-1.014625033
2015-02-04 23:00:00,0.234285714,0.152173913,-1.014625033
2015-02-05 02:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 05:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 08:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 11:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 14:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 17:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 20:00:00,0.222857143,0.108695652,-0.268241655
2015-02-05 23:00:00,0.222857143,0.108695652,-0.268241655
2015-02-06 02:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 05:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 08:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 11:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 14:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 17:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 20:00:00,0.225714286,0.108695652,-1.263419492
2015-02-06 23:00:00,0.225714286,0.108695652,-1.263419492
2015-02-07 02:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 05:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 08:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 11:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 14:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 17:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 20:00:00,0.317142857,0.108695652,-0.517036114
2015-02-07 23:00:00,0.317142857,0.108695652,-0.517036114
2015-02-08 02:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 05:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 08:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 11:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 14:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 17:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 20:00:00,0.308571429,0.369565217,-0.765830574
2015-02-08 23:00:00,0.308571429,0.369565217,-0.765830574
2015-02-09 02:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 05:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 08:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 11:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 14:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 17:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 20:00:00,0.282857143,0.173913043,-0.765830574
2015-02-09 23:00:00,0.282857143,0.173913043,-0.765830574
2015-02-10 02:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 05:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 08:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 11:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 14:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 17:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 20:00:00,0.265714286,0.108695652,1.2245251
2015-02-10 23:00:00,0.265714286,0.108695652,1.2245251
2015-02-11 02:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 05:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 08:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 11:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 14:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 17:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 20:00:00,0.282857143,0.195652174,-0.517036114
2015-02-11 23:00:00,0.282857143,0.195652174,-0.517036114
2015-02-12 02:00:00,0.32,0.173913043,1.47331956
2015-02-12 05:00:00,0.32,0.173913043,1.47331956
2015-02-12 08:00:00,0.32,0.173913043,1.47331956
2015-02-12 11:00:00,0.32,0.173913043,1.47331956
2015-02-12 14:00:00,0.32,0.173913043,1.47331956
2015-02-12 17:00:00,0.32,0.173913043,1.47331956
2015-02-12 20:00:00,0.32,0.173913043,1.47331956
2015-02-12 23:00:00,0.32,0.173913043,1.47331956
2015-02-13 02:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 05:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 08:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 11:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 14:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 17:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 20:00:00,0.382857143,0.173913043,0.229347263
2015-02-13 23:00:00,0.382857143,0.173913043,0.229347263
2015-02-14 02:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 05:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 08:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 11:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 14:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 17:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 20:00:00,0.448571429,0.239130435,-0.765830574
2015-02-14 23:00:00,0.448571429,0.239130435,-0.765830574
2015-02-15 02:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 05:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 08:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 11:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 14:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 17:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 20:00:00,0.471428571,0.108695652,1.2245251
2015-02-15 23:00:00,0.471428571,0.108695652,1.2245251
2015-02-16 02:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 05:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 08:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 11:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 14:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 17:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 20:00:00,0.465714286,0.173913043,1.47331956
2015-02-16 23:00:00,0.465714286,0.173913043,1.47331956
2015-02-17 02:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 05:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 08:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 11:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 14:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 17:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 20:00:00,0.457142857,0.065217391,1.47331956
2015-02-17 23:00:00,0.457142857,0.065217391,1.47331956
2015-02-18 02:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 05:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 08:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 11:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 14:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 17:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 20:00:00,0.471428571,0.456521739,-0.765830574
2015-02-18 23:00:00,0.471428571,0.456521739,-0.765830574
2015-02-19 02:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 05:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 08:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 11:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 14:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 17:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 20:00:00,0.337142857,0.47826087,-1.014625033
2015-02-19 23:00:00,0.337142857,0.47826087,-1.014625033
2015-02-20 02:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 05:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 08:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 11:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 14:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 17:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 20:00:00,0.297142857,0.456521739,-0.765830574
2015-02-20 23:00:00,0.297142857,0.456521739,-0.765830574
2015-02-21 02:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 05:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 08:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 11:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 14:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 17:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 20:00:00,0.345714286,0.065217391,-0.765830574
2015-02-21 23:00:00,0.345714286,0.065217391,-0.765830574
2015-02-22 02:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 05:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 08:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 11:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 14:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 17:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 20:00:00,0.325714286,0.173913043,1.2245251
2015-02-22 23:00:00,0.325714286,0.173913043,1.2245251
2015-02-23 02:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 05:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 08:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 11:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 14:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 17:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 20:00:00,0.314285714,0.260869565,-1.263419492
2015-02-23 23:00:00,0.314285714,0.260869565,-1.263419492
2015-02-24 02:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 05:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 08:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 11:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 14:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 17:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 20:00:00,0.345714286,0.173913043,-0.517036114
2015-02-24 23:00:00,0.345714286,0.173913043,-0.517036114
2015-02-25 02:00:00,0.36,0.043478261,-1.014625033
2015-02-25 05:00:00,0.36,0.043478261,-1.014625033
2015-02-25 08:00:00,0.36,0.043478261,-1.014625033
2015-02-25 11:00:00,0.36,0.043478261,-1.014625033
