TimeStample,Inflows
2015-01-14 05:00:00,0.041421901
2015-01-14 08:00:00,0.038660441
2015-01-14 11:00:00,0.04513732
2015-01-14 14:00:00,0.054476076
2015-01-14 17:00:00,0.013606467
2015-01-14 20:00:00,0.024501682
2015-01-14 23:00:00,0.036099814
2015-01-15 02:00:00,0.030727519
2015-01-15 05:00:00,0.018928553
2015-01-15 08:00:00,0.034643772
2015-01-15 11:00:00,0.054626701
2015-01-15 14:00:00,0.057639203
2015-01-15 17:00:00,0.03685294
2015-01-15 20:00:00,0.02947231
2015-01-15 23:00:00,0.094140684
2015-01-16 02:00:00,0.013405633
2015-01-16 05:00:00,0.038560024
2015-01-16 08:00:00,0.025957725
2015-01-16 11:00:00,0.019882512
2015-01-16 14:00:00,0.015162926
2015-01-16 17:00:00,0.023999598
2015-01-16 20:00:00,0.078626299
2015-01-16 23:00:00,0.0666265
2015-01-17 02:00:00,0.019229804
2015-01-17 05:00:00,0.05894462
2015-01-17 08:00:00,0.07767234
2015-01-17 11:00:00,0.021639805
2015-01-17 14:00:00,0.061153788
2015-01-17 17:00:00,0.082492343
2015-01-17 20:00:00,0.079178591
2015-01-17 23:00:00,0.036401064
2015-01-18 02:00:00,0.040718984
2015-01-18 05:00:00,0.046141487
2015-01-18 08:00:00,0.02977356
2015-01-18 11:00:00,0.017020636
2015-01-18 14:00:00,0.071747753
2015-01-18 17:00:00,0.056383994
2015-01-18 20:00:00,0.046392529
2015-01-18 23:00:00,0.068484209
2015-01-19 02:00:00,0.017070844
2015-01-19 05:00:00,0.017271677
2015-01-19 08:00:00,0.02179043
2015-01-19 11:00:00,0.068986293
2015-01-19 14:00:00,0.058291911
2015-01-19 17:00:00,0.044986695
2015-01-19 20:00:00,0.121805493
2015-01-19 23:00:00,0.360245017
2015-01-20 02:00:00,0.233017021
2015-01-20 05:00:00,0.195661997
2015-01-20 08:00:00,0.08871818
2015-01-20 11:00:00,0.221519305
2015-01-20 14:00:00,0.051061907
2015-01-20 17:00:00,0.013606467
2015-01-20 20:00:00,0.02118793
2015-01-20 23:00:00,0.098358186
2015-01-21 02:00:00,0.018978762
2015-01-21 05:00:00,0.018978762
2015-01-21 08:00:00,0.027664809
2015-01-21 11:00:00,0.010041673
2015-01-21 14:00:00,0.032283979
2015-01-21 17:00:00,0.010041673
2015-01-21 20:00:00,0.053220867
2015-01-21 23:00:00,0.04051815
2015-01-22 02:00:00,0.085304012
2015-01-22 05:00:00,0.144499674
2015-01-22 08:00:00,0.016819802
2015-01-22 11:00:00,0.048953156
2015-01-22 14:00:00,0.150675303
2015-01-22 17:00:00,0.009589798
2015-01-22 20:00:00,0.069187127
2015-01-22 23:00:00,0.045488778
2015-01-23 02:00:00,0.023196264
2015-01-23 05:00:00,0.019179595
2015-01-23 08:00:00,0.0138073
2015-01-23 11:00:00,0.035095647
2015-01-23 14:00:00,0.067731084
2015-01-23 17:00:00,0.020434804
2015-01-23 20:00:00,0.041170859
2015-01-23 23:00:00,0.190239494
2015-01-24 02:00:00,0.061304413
2015-01-24 05:00:00,0.020183763
2015-01-24 08:00:00,0.033740021
2015-01-24 11:00:00,0.037254607
2015-01-24 14:00:00,0.02364814
2015-01-24 17:00:00,0.02394939
2015-01-24 20:00:00,0.043882111
2015-01-24 23:00:00,0.026861475
2015-01-25 02:00:00,0.019681679
2015-01-25 05:00:00,0.01872772
2015-01-25 08:00:00,0.010945424
2015-01-25 11:00:00,0.008334589
2015-01-25 14:00:00,0.010694382
2015-01-25 17:00:00,0.012451674
2015-01-25 20:00:00,0.04604107
2015-01-25 23:00:00,0.053672742
2015-01-26 02:00:00,0.025455641
2015-01-26 05:00:00,0.019430637
2015-01-26 08:00:00,0.024953557
2015-01-26 11:00:00,0.013757092
2015-01-26 14:00:00,0.036501481
2015-01-26 17:00:00,0.009891048
2015-01-26 20:00:00,0.087011096
2015-01-26 23:00:00,0.029924185
2015-01-27 02:00:00,0.019531054
2015-01-27 05:00:00,0.008686047
2015-01-27 08:00:00,0.011899382
2015-01-27 11:00:00,0.018878345
2015-01-27 14:00:00,0.011497716
2015-01-27 17:00:00,0.011598132
2015-01-27 20:00:00,0.110910278
2015-01-27 23:00:00,0.061304413
2015-01-28 02:00:00,0.025405433
2015-01-28 05:00:00,0.039714816
2015-01-28 08:00:00,0.027765226
2015-01-28 11:00:00,0.013154592
2015-01-28 14:00:00,0.026811267
2015-01-28 17:00:00,0.016819802
2015-01-28 20:00:00,0.13817342
2015-01-28 23:00:00,0.133353417
2015-01-29 02:00:00,0.020284179
2015-01-29 05:00:00,0.020786263
2015-01-29 08:00:00,0.071295878
2015-01-29 11:00:00,0.034593563
2015-01-29 14:00:00,0.063915248
2015-01-29 17:00:00,0.020284179
2015-01-29 20:00:00,0.123763619
2015-01-29 23:00:00,0.155445097
2015-01-30 02:00:00,0.019531054
2015-01-30 05:00:00,0.019531054
2015-01-30 08:00:00,0.019531054
2015-01-30 11:00:00,0.064216498
2015-01-30 14:00:00,0.047145654
2015-01-30 17:00:00,0.029522518
2015-01-30 20:00:00,0.045338153
2015-01-30 23:00:00,0.087161721
2015-01-31 02:00:00,0.019631471
2015-01-31 05:00:00,0.019631471
2015-01-31 08:00:00,0.052166491
2015-01-31 11:00:00,0.009338756
2015-01-31 14:00:00,0.017572928
2015-01-31 17:00:00,0.013907717
2015-01-31 20:00:00,0.017572928
2015-01-31 23:00:00,0.026058141
2015-02-01 02:00:00,0.033539188
2015-02-01 05:00:00,0.070743586
2015-02-01 08:00:00,0.037103982
2015-02-01 11:00:00,0.031028769
2015-02-01 14:00:00,0.037555857
2015-02-01 17:00:00,0.126022995
2015-02-01 20:00:00,0.023999598
2015-02-01 23:00:00,0.015865843
2015-02-02 02:00:00,0.008535422
2015-02-02 05:00:00,0.020133554
2015-02-02 08:00:00,0.012652508
2015-02-02 11:00:00,0.061254205
2015-02-02 14:00:00,0.248029322
2015-02-02 17:00:00,0.043781694
2015-02-02 20:00:00,0.114726113
2015-02-02 23:00:00,0.065572124
2015-02-03 02:00:00,0.020033138
2015-02-03 05:00:00,0.005020836
2015-02-03 08:00:00,0.015464176
2015-02-03 11:00:00,0.019129387
2015-02-03 14:00:00,0.013405633
2015-02-03 17:00:00,0.049605864
2015-02-03 20:00:00,0.196415123
2015-02-03 23:00:00,0.016066677
2015-02-04 02:00:00,0.019932721
2015-02-04 05:00:00,0.015765427
2015-02-04 08:00:00,0.041020234
2015-02-04 11:00:00,0.019531054
2015-02-04 14:00:00,0.010945424
2015-02-04 17:00:00,0.027112517
2015-02-04 20:00:00,0.022895014
2015-02-04 23:00:00,0.014058342
2015-02-05 02:00:00,0.00582417
2015-02-05 05:00:00,0.016418135
2015-02-05 08:00:00,0.007832505
2015-02-05 11:00:00,0.016066677
2015-02-05 14:00:00,0.016719385
2015-02-05 17:00:00,0.011497716
2015-02-05 20:00:00,0.03775669
2015-02-05 23:00:00,0.017974595
2015-02-06 02:00:00,0.015413968
2015-02-06 05:00:00,0.015413968
2015-02-06 08:00:00,0.023848973
2015-02-06 11:00:00,0.024702515
2015-02-06 14:00:00,0.050610032
2015-02-06 17:00:00,0.048049405
2015-02-06 20:00:00,0.035698147
2015-02-06 23:00:00,0.021941055
2015-02-07 02:00:00,0.02334689
2015-02-07 05:00:00,0.015413968
2015-02-07 08:00:00,0.020033138
2015-02-07 11:00:00,0.017271677
2015-02-07 14:00:00,0.019531054
2015-02-07 17:00:00,0.019380429
2015-02-07 20:00:00,0.014861676
2015-02-07 23:00:00,0.019229804
2015-02-08 02:00:00,0.015413968
2015-02-08 05:00:00,0.015413968
2015-02-08 08:00:00,0.020033138
2015-02-08 11:00:00,0.023848973
2015-02-08 14:00:00,0.017623136
2015-02-08 17:00:00,0.015413968
2015-02-08 20:00:00,0.012451674
2015-02-08 23:00:00,0.022141889
2015-02-09 02:00:00,0.015413968
2015-02-09 05:00:00,0.020033138
2015-02-09 08:00:00,0.008886881
2015-02-09 11:00:00,0.015213135
2015-02-09 14:00:00,0.017823969
2015-02-09 17:00:00,0.012451674
2015-02-09 20:00:00,0.018526887
2015-02-09 23:00:00,0.024652307
2015-02-10 02:00:00,0.015413968
2015-02-10 05:00:00,0.020033138
2015-02-10 08:00:00,0.015413968
2015-02-10 11:00:00,0.015413968
2015-02-10 14:00:00,0.01596626
2015-02-10 17:00:00,0.008234172
2015-02-10 20:00:00,0.020384596
2015-02-10 23:00:00,0.008937089
2015-02-11 02:00:00,0.019681679
2015-02-11 05:00:00,0.019681679
2015-02-11 08:00:00,0.019681679
2015-02-11 11:00:00,0.017773761
2015-02-11 14:00:00,0.005271878
2015-02-11 17:00:00,0.003916252
2015-02-11 20:00:00,0.003866044
2015-02-11 23:00:00,0.005874379
2015-02-12 02:00:00,0.00582417
2015-02-12 05:00:00,0.00828438
2015-02-12 08:00:00,0.005171462
2015-02-12 11:00:00,0.007832505
2015-02-12 14:00:00,0.00612542
2015-02-12 17:00:00,0.020083346
2015-02-12 20:00:00,0.020083346
2015-02-12 23:00:00,0.020083346
2015-02-13 02:00:00,0.00582417
2015-02-13 05:00:00,0.01536376
2015-02-13 08:00:00,0.04789878
2015-02-13 11:00:00,0.01536376
2015-02-13 14:00:00,0.020736055
2015-02-13 17:00:00,0.019179595
2015-02-13 20:00:00,0.01536376
2015-02-13 23:00:00,0.020033138
2015-02-14 02:00:00,0.01536376
2015-02-14 05:00:00,0.01536376
2015-02-14 08:00:00,0.01536376
2015-02-14 11:00:00,0.020033138
2015-02-14 14:00:00,0.020083346
2015-02-14 17:00:00,0.012250841
2015-02-14 20:00:00,0.007732088
2015-02-14 23:00:00,0.012702716
2015-02-15 02:00:00,0.019832304
2015-02-15 05:00:00,0.019832304
2015-02-15 08:00:00,0.019832304
2015-02-15 11:00:00,0.015012301
2015-02-15 14:00:00,0.009640006
2015-02-15 17:00:00,0.013957925
2015-02-15 20:00:00,0.016518552
2015-02-15 23:00:00,0.018376261
2015-02-16 02:00:00,0.008635839
2015-02-16 05:00:00,0.018225636
2015-02-16 08:00:00,0.042877943
2015-02-16 11:00:00,0.006577296
2015-02-16 14:00:00,0.010593965
2015-02-16 17:00:00,0.010644173
2015-02-16 20:00:00,0.012301049
2015-02-16 23:00:00,0.0138073
2015-02-17 02:00:00,0.011397299
2015-02-17 05:00:00,0.004820003
2015-02-17 08:00:00,0.015564593
2015-02-17 11:00:00,0.01933022
2015-02-17 14:00:00,0.011296882
2015-02-17 17:00:00,0.018978762
2015-02-17 20:00:00,0.020786263
2015-02-17 23:00:00,0.025455641
2015-02-18 02:00:00,0.02394939
2015-02-18 05:00:00,0.014962093
2015-02-18 08:00:00,0.027162725
2015-02-18 11:00:00,0.113069237
2015-02-18 14:00:00,0.071998795
2015-02-18 17:00:00,0.009790631
2015-02-18 20:00:00,0.020485013
2015-02-18 23:00:00,0.044735653
2015-02-19 02:00:00,0.010493548
2015-02-19 05:00:00,0.069639002
2015-02-19 08:00:00,0.023146056
2015-02-19 11:00:00,0.055982327
2015-02-19 14:00:00,0.045036903
2015-02-19 17:00:00,0.021941055
2015-02-19 20:00:00,0.151779887
2015-02-19 23:00:00,0.055480243
2015-02-20 02:00:00,0.063915248
2015-02-20 05:00:00,0.118742783
2015-02-20 08:00:00,0.070090877
2015-02-20 11:00:00,0.128131747
2015-02-20 14:00:00,0.111412361
2015-02-20 17:00:00,0.101822564
2015-02-20 20:00:00,0.118341116
2015-02-20 23:00:00,0.182406989
2015-02-21 02:00:00,0.118742783
2015-02-21 05:00:00,0.108299443
2015-02-21 08:00:00,0.069187127
2015-02-21 11:00:00,0.243661194
2015-02-21 14:00:00,0.045689612
2015-02-21 17:00:00,0.121102576
2015-02-21 20:00:00,0.202741377
2015-02-21 23:00:00,0.479038008
2015-02-22 02:00:00,0.334237084
2015-02-22 05:00:00,0.271828087
2015-02-22 08:00:00,0.05804087
2015-02-22 11:00:00,0.108299443
2015-02-22 14:00:00,0.228950143
2015-02-22 17:00:00,0.244815986
2015-02-22 20:00:00,0.347542301
2015-02-22 23:00:00,0.380227946
2015-02-23 02:00:00,0.299643521
2015-02-23 05:00:00,0.221870764
2015-02-23 08:00:00,0.193703871
2015-02-23 11:00:00,0.357433348
2015-02-23 14:00:00,0.379474821
2015-02-23 17:00:00,0.38349149
2015-02-23 20:00:00,0.40191796
2015-02-23 23:00:00,0.465080082
2015-02-24 02:00:00,0.195009289
2015-02-24 05:00:00,0.041421901
2015-02-24 08:00:00,0.045689612
2015-02-24 11:00:00,0.167193854
2015-02-24 14:00:00,0.476929256
2015-02-24 17:00:00,0.403072752
2015-02-24 20:00:00,0.31470603
2015-02-24 23:00:00,0.378169403
2015-02-25 02:00:00,0.306070191
2015-02-25 05:00:00,0.29904102
2015-02-25 08:00:00,0.049505448
2015-02-25 11:00:00,0.087965055
2015-02-25 14:00:00,0.376361902
2015-02-25 17:00:00,0.221318472
2015-02-25 20:00:00,0.247878697
2015-02-25 23:00:00,0.393131496
2015-02-26 02:00:00,0.258322036
2015-02-26 05:00:00,0.279861425
2015-02-26 08:00:00,0.239443691
2015-02-26 11:00:00,0.298589145
2015-02-26 14:00:00,0.266455792
2015-02-26 17:00:00,0.21644826
2015-02-26 20:00:00,0.174122609
2015-02-26 23:00:00,0.247828488
2015-02-27 02:00:00,0.232816187
2015-02-27 05:00:00,0.118943616
2015-02-27 08:00:00,0.101270272
2015-02-27 11:00:00,0.319124366
2015-02-27 14:00:00,0.162825727
2015-02-27 17:00:00,0.209670131
2015-02-27 20:00:00,0.223075764
2015-02-27 23:00:00,0.230305769
2015-02-28 02:00:00,0.180147613
2015-02-28 05:00:00,0.146608425
2015-02-28 08:00:00,0.088517347
2015-02-28 11:00:00,0.170808857
2015-02-28 14:00:00,0.068032334
2015-02-28 17:00:00,0.134056334
2015-02-28 20:00:00,0.107696942
2015-02-28 23:00:00,0.208866797
2015-03-01 02:00:00,0.130541748
2015-03-01 05:00:00,0.04850128
2015-03-01 08:00:00,0.08535422
2015-03-01 11:00:00,0.071295878
2015-03-01 14:00:00,0.145252799
2015-03-01 17:00:00,0.067128584
2015-03-01 20:00:00,0.163478436
2015-03-01 23:00:00,0.17929407
2015-03-02 02:00:00,0.025706683
2015-03-02 05:00:00,0.102324647
2015-03-02 08:00:00,0.062609831
2015-03-02 11:00:00,0.159411558
2015-03-02 14:00:00,0.194507205
2015-03-02 17:00:00,0.05678566
2015-03-02 20:00:00,0.282622885
2015-03-02 23:00:00,0.2262891
2015-03-03 02:00:00,0.193653663
2015-03-03 05:00:00,0.040718984
2015-03-03 08:00:00,0.088969222
2015-03-03 11:00:00,0.147863634
2015-03-03 14:00:00,0.208364714
2015-03-03 17:00:00,0.116834865
2015-03-03 20:00:00,0.133202792
2015-03-03 23:00:00,0.195059497
2015-03-04 02:00:00,0.083295677
2015-03-04 05:00:00,0.051212532
2015-03-04 08:00:00,0.053271075
2015-03-04 11:00:00,0.137821961
2015-03-04 14:00:00,0.092835266
2015-03-04 17:00:00,0.020987096
2015-03-04 20:00:00,0.113270071
2015-03-04 23:00:00,0.13937842
2015-03-05 02:00:00,0.042325651
2015-03-05 05:00:00,0.049354823
2015-03-05 08:00:00,0.156499473
2015-03-05 11:00:00,0.036350856
2015-03-05 14:00:00,0.020033138
2015-03-05 17:00:00,0.024702515
2015-03-05 20:00:00,0.080634634
2015-03-05 23:00:00,0.062208164
2015-03-06 02:00:00,0.029070643
2015-03-06 05:00:00,0.016669177
2015-03-06 08:00:00,0.043781694
2015-03-06 11:00:00,0.079781092
2015-03-06 14:00:00,0.049354823
2015-03-06 17:00:00,0.057237536
2015-03-06 20:00:00,0.061153788
2015-03-06 23:00:00,0.075814631
2015-03-07 02:00:00,0.040016067
2015-03-07 05:00:00,0.057036702
2015-03-07 08:00:00,0.063613998
2015-03-07 11:00:00,0.031581061
2015-03-07 14:00:00,0.042827735
2015-03-07 17:00:00,0.038007732
2015-03-07 20:00:00,0.033237937
2015-03-07 23:00:00,0.025455641
2015-03-08 02:00:00,0.036150023
2015-03-08 05:00:00,0.033539188
2015-03-08 08:00:00,0.031882312
2015-03-08 11:00:00,0.028417934
2015-03-08 14:00:00,0.042476277
2015-03-08 17:00:00,0.038359191
2015-03-08 20:00:00,0.041873776
2015-03-08 23:00:00,0.050258573
2015-03-09 02:00:00,0.041170859
2015-03-09 05:00:00,0.040618567
2015-03-09 08:00:00,0.026660642
2015-03-09 11:00:00,0.063463373
2015-03-09 14:00:00,0.054777326
2015-03-09 17:00:00,0.056383994
2015-03-09 20:00:00,0.064367124
2015-03-09 23:00:00,0.098659437
2015-03-10 02:00:00,0.059848371
2015-03-10 05:00:00,0.062107747
2015-03-10 08:00:00,0.069488377
2015-03-10 11:00:00,0.047045238
2015-03-10 14:00:00,0.087864638
2015-03-10 17:00:00,0.084199428
2015-03-10 20:00:00,0.112265903
2015-03-10 23:00:00,0.098006728
2015-03-11 02:00:00,0.057187327
2015-03-11 05:00:00,0.084450469
2015-03-11 08:00:00,0.065722749
2015-03-11 11:00:00,0.035698147
2015-03-11 14:00:00,0.140181754
2015-03-11 17:00:00,0.238389316
2015-03-11 20:00:00,0.206456796
2015-03-11 23:00:00,0.082642968
2015-03-12 02:00:00,0.08535422
2015-03-12 05:00:00,0.056283577
2015-03-12 08:00:00,0.067429834
2015-03-12 11:00:00,0.059496912
2015-03-12 14:00:00,0.086207762
2015-03-12 17:00:00,0.076266506
2015-03-12 20:00:00,0.303609981
2015-03-12 23:00:00,0.283175177
2015-03-13 02:00:00,0.057639203
2015-03-13 05:00:00,0.086810263
2015-03-13 08:00:00,0.050208365
2015-03-13 11:00:00,0.049555656
2015-03-13 14:00:00,0.276899131
2015-03-13 17:00:00,0.153687804
2015-03-13 20:00:00,0.232916604
2015-03-13 23:00:00,0.27755184
2015-03-14 02:00:00,0.232213687
2015-03-14 05:00:00,0.062810664
2015-03-14 08:00:00,0.095897977
2015-03-14 11:00:00,0.127830497
2015-03-14 14:00:00,0.290907265
2015-03-14 17:00:00,0.323341869
2015-03-14 20:00:00,0.340362504
2015-03-14 23:00:00,0.416478385
2015-03-15 02:00:00,0.302003314
2015-03-15 05:00:00,0.285283928
2015-03-15 08:00:00,0.350504594
2015-03-15 11:00:00,0.216849927
2015-03-15 14:00:00,0.274338505
2015-03-15 17:00:00,0.322036451
2015-03-15 20:00:00,0.265752874
2015-03-15 23:00:00,0.268213084
2015-03-16 02:00:00,0.137520711
2015-03-16 05:00:00,0.040568359
2015-03-16 08:00:00,0.047848572
2015-03-16 11:00:00,0.033539188
2015-03-16 14:00:00,0.093839434
2015-03-16 17:00:00,0.065923583
2015-03-16 20:00:00,0.093387558
2015-03-16 23:00:00,0.113370488
2015-03-17 02:00:00,0.08229151
2015-03-17 05:00:00,0.039463775
2015-03-17 08:00:00,0.053070242
2015-03-17 11:00:00,0.017874178
2015-03-17 14:00:00,0.02058543
2015-03-17 17:00:00,0.02364814
2015-03-17 20:00:00,0.070442336
2015-03-17 23:00:00,0.123663202
2015-03-18 02:00:00,0.11758799
2015-03-18 05:00:00,0.06110358
2015-03-18 08:00:00,0.019932721
2015-03-18 11:00:00,0.025807099
2015-03-18 14:00:00,0.014711051
2015-03-18 17:00:00,0.017924386
2015-03-18 20:00:00,0.018326053
2015-03-18 23:00:00,0.013305217
2015-03-19 02:00:00,0.025455641
2015-03-19 05:00:00,0.081889843
2015-03-19 08:00:00,0.075664006
2015-03-19 11:00:00,0.024501682
2015-03-19 14:00:00,0.024501682
2015-03-19 17:00:00,0.084199428
2015-03-19 20:00:00,0.038610232
2015-03-19 23:00:00,0.074459005
2015-03-20 02:00:00,0.038811066
2015-03-20 05:00:00,0.028217101
2015-03-20 08:00:00,0.035346689
2015-03-20 11:00:00,0.041923985
2015-03-20 14:00:00,0.059747954
2015-03-20 17:00:00,0.041421901
2015-03-20 20:00:00,0.031581061
2015-03-20 23:00:00,0.044735653
2015-03-21 02:00:00,0.024501682
2015-03-21 05:00:00,0.016468344
2015-03-21 08:00:00,0.02088668
2015-03-21 11:00:00,0.021037305
2015-03-21 14:00:00,0.022041472
2015-03-21 17:00:00,0.017673344
2015-03-21 20:00:00,0.014460009
2015-03-21 23:00:00,0.026158558
2015-03-22 02:00:00,0.016217302
2015-03-22 05:00:00,0.023196264
2015-03-22 08:00:00,0.025405433
2015-03-22 11:00:00,0.017522719
2015-03-22 14:00:00,0.009840839
2015-03-22 17:00:00,0.021941055
2015-03-22 20:00:00,0.015916052
2015-03-22 23:00:00,0.015263343
2015-03-23 02:00:00,0.019882512
2015-03-23 05:00:00,0.014208967
2015-03-23 08:00:00,0.014510217
2015-03-23 11:00:00,0.007581463
2015-03-23 14:00:00,0.011296882
2015-03-23 17:00:00,0.00768188
2015-03-23 20:00:00,0.008786464
2015-03-23 23:00:00,0.051162324
2015-03-24 02:00:00,0.021438972
2015-03-24 05:00:00,0.051061907
2015-03-24 08:00:00,0.02209168
2015-03-24 11:00:00,0.016518552
2015-03-24 14:00:00,0.01656876
2015-03-24 17:00:00,0.01656876
2015-03-24 20:00:00,0.01656876
2015-03-24 23:00:00,0.058392328
2015-03-25 02:00:00,0.048551489
2015-03-25 05:00:00,0.069187127
2015-03-25 08:00:00,0.056835869
2015-03-25 11:00:00,0.03409148
2015-03-25 14:00:00,0.017623136
2015-03-25 17:00:00,0.01656876
2015-03-25 20:00:00,0.033589396
2015-03-25 23:00:00,0.017874178
2015-03-26 02:00:00,0.01656876
2015-03-26 05:00:00,0.01656876
2015-03-26 08:00:00,0.01656876
2015-03-26 11:00:00,0.019581262
2015-03-26 14:00:00,0.019229804
2015-03-26 17:00:00,0.012652508
2015-03-26 20:00:00,0.040467942
2015-03-26 23:00:00,0.051312949
2015-03-27 02:00:00,0.028317518
2015-03-27 05:00:00,0.014359592
2015-03-27 08:00:00,0.012702716
2015-03-27 11:00:00,0.018627303
2015-03-27 14:00:00,0.014911884
2015-03-27 17:00:00,0.017623136
2015-03-27 20:00:00,0.010192298
2015-03-27 23:00:00,0.011999799
2015-03-28 02:00:00,0.020033138
2015-03-28 05:00:00,0.014259176
2015-03-28 08:00:00,0.023447306
2015-03-28 11:00:00,0.020033138
2015-03-28 14:00:00,0.014460009
2015-03-28 17:00:00,0.016418135
2015-03-28 20:00:00,0.011999799
2015-03-28 23:00:00,0.03529648
2015-03-29 02:00:00,0.035246272
2015-03-29 05:00:00,0.028920018
2015-03-29 08:00:00,0.01842647
2015-03-29 11:00:00,0.061605664
2015-03-29 14:00:00,0.277300798
2015-03-29 17:00:00,0.155947181
2015-03-29 20:00:00,0.515690114
2015-03-29 23:00:00,0.466887583
2015-03-30 02:00:00,0.320831451
2015-03-30 05:00:00,0.446352362
2015-03-30 08:00:00,0.284480594
2015-03-30 11:00:00,0.282371843
2015-03-30 14:00:00,0.431139228
2015-03-30 17:00:00,0.323090827
2015-03-30 20:00:00,0.34879751
2015-03-30 23:00:00,0.386403575
2015-03-31 02:00:00,0.424110057
2015-03-31 05:00:00,0.15228197
2015-03-31 08:00:00,0.202992419
2015-03-31 11:00:00,0.382788573
2015-03-31 14:00:00,0.421599638
2015-03-31 17:00:00,0.22874931
2015-03-31 20:00:00,0.317015615
2015-03-31 23:00:00,0.302856856
2015-04-01 02:00:00,0.317567907
2015-04-01 05:00:00,0.234975147
2015-04-01 08:00:00,0.203795752
2015-04-01 11:00:00,0.18421449
2015-04-01 14:00:00,0.473163629
2015-04-01 17:00:00,0.311492695
2015-04-01 20:00:00,0.362755435
2015-04-01 23:00:00,0.399909625
2015-04-02 02:00:00,0.362805643
2015-04-02 05:00:00,0.358136266
2015-04-02 08:00:00,0.330119998
2015-04-02 11:00:00,0.376663152
2015-04-02 14:00:00,0.372094191
2015-04-02 17:00:00,0.375859818
2015-04-02 20:00:00,0.446201737
