TimeStample,Rain_sum
2015-01-20 05:00:00,0
2015-01-20 08:00:00,0
2015-01-20 11:00:00,0
2015-01-20 14:00:00,0
2015-01-20 17:00:00,0.008403361
2015-01-20 20:00:00,0
2015-01-20 23:00:00,0
2015-01-21 02:00:00,0
2015-01-21 05:00:00,0
2015-01-21 08:00:00,0
2015-01-21 11:00:00,0
2015-01-21 14:00:00,0
2015-01-21 17:00:00,0
2015-01-21 20:00:00,0
2015-01-21 23:00:00,0
2015-01-22 02:00:00,0
2015-01-22 05:00:00,0
2015-01-22 08:00:00,0
2015-01-22 11:00:00,0
2015-01-22 14:00:00,0
2015-01-22 17:00:00,0
2015-01-22 20:00:00,0
2015-01-22 23:00:00,0
2015-01-23 02:00:00,0
2015-01-23 05:00:00,0
2015-01-23 08:00:00,0
2015-01-23 11:00:00,0
2015-01-23 14:00:00,0
2015-01-23 17:00:00,0
2015-01-23 20:00:00,0
2015-01-23 23:00:00,0
2015-01-24 02:00:00,0
2015-01-24 05:00:00,0
2015-01-24 08:00:00,0.016806723
2015-01-24 11:00:00,0.025210084
2015-01-24 14:00:00,0.058823529
2015-01-24 17:00:00,0.058823529
2015-01-24 20:00:00,0.12605042
2015-01-24 23:00:00,0.033613445
2015-01-25 02:00:00,0.033613445
2015-01-25 05:00:00,0.025210084
2015-01-25 08:00:00,0.016806723
2015-01-25 11:00:00,0.016806723
2015-01-25 14:00:00,0.168067227
2015-01-25 17:00:00,0.168067227
2015-01-25 20:00:00,0.050420168
2015-01-25 23:00:00,0.075630252
2015-01-26 02:00:00,0.050420168
2015-01-26 05:00:00,0.084033613
2015-01-26 08:00:00,0
2015-01-26 11:00:00,0.016806723
2015-01-26 14:00:00,0.033613445
2015-01-26 17:00:00,0.193277311
2015-01-26 20:00:00,0.176470588
2015-01-26 23:00:00,0
2015-01-27 02:00:00,0.008403361
2015-01-27 05:00:00,0.134453782
2015-01-27 08:00:00,0.210084034
2015-01-27 11:00:00,0.151260504
2015-01-27 14:00:00,0.117647059
2015-01-27 17:00:00,0.193277311
2015-01-27 20:00:00,0.285714286
2015-01-27 23:00:00,0.142857143
2015-01-28 02:00:00,0.033613445
2015-01-28 05:00:00,0.067226891
2015-01-28 08:00:00,0.025210084
2015-01-28 11:00:00,0.033613445
2015-01-28 14:00:00,0.042016807
2015-01-28 17:00:00,0
2015-01-28 20:00:00,0.058823529
2015-01-28 23:00:00,0.016806723
2015-01-29 02:00:00,0.134453782
2015-01-29 05:00:00,0.067226891
2015-01-29 08:00:00,0.008403361
2015-01-29 11:00:00,0.016806723
2015-01-29 14:00:00,0.058823529
2015-01-29 17:00:00,0.008403361
2015-01-29 20:00:00,0.008403361
2015-01-29 23:00:00,0
2015-01-30 02:00:00,0
2015-01-30 05:00:00,0.016806723
2015-01-30 08:00:00,0
2015-01-30 11:00:00,0.050420168
2015-01-30 14:00:00,0.075630252
2015-01-30 17:00:00,0.025210084
2015-01-30 20:00:00,0
2015-01-30 23:00:00,0.008403361
2015-01-31 02:00:00,0.033613445
2015-01-31 05:00:00,0.033613445
2015-01-31 08:00:00,0.016806723
2015-01-31 11:00:00,0.016806723
2015-01-31 14:00:00,0.033613445
2015-01-31 17:00:00,0
2015-01-31 20:00:00,0.008403361
2015-01-31 23:00:00,0.058823529
2015-02-01 02:00:00,0.042016807
2015-02-01 05:00:00,0
2015-02-01 08:00:00,0
2015-02-01 11:00:00,0.033613445
2015-02-01 14:00:00,0.487394958
2015-02-01 17:00:00,0.210084034
2015-02-01 20:00:00,0.033613445
2015-02-01 23:00:00,0.008403361
2015-02-02 02:00:00,0.050420168
2015-02-02 05:00:00,0.067226891
2015-02-02 08:00:00,0.042016807
2015-02-02 11:00:00,0.050420168
2015-02-02 14:00:00,0.067226891
2015-02-02 17:00:00,0.016806723
2015-02-02 20:00:00,0.008403361
2015-02-02 23:00:00,0.008403361
2015-02-03 02:00:00,0.008403361
2015-02-03 05:00:00,0
2015-02-03 08:00:00,0.008403361
2015-02-03 11:00:00,0
2015-02-03 14:00:00,0
2015-02-03 17:00:00,0
2015-02-03 20:00:00,0
2015-02-03 23:00:00,0
2015-02-04 02:00:00,0
2015-02-04 05:00:00,0
2015-02-04 08:00:00,0
2015-02-04 11:00:00,0
2015-02-04 14:00:00,0
2015-02-04 17:00:00,0
2015-02-04 20:00:00,0
2015-02-04 23:00:00,0
2015-02-05 02:00:00,0
2015-02-05 05:00:00,0
2015-02-05 08:00:00,0
2015-02-05 11:00:00,0
2015-02-05 14:00:00,0
2015-02-05 17:00:00,0
2015-02-05 20:00:00,0
2015-02-05 23:00:00,0
2015-02-06 02:00:00,0
2015-02-06 05:00:00,0
2015-02-06 08:00:00,0.008403361
2015-02-06 11:00:00,0
2015-02-06 14:00:00,0
2015-02-06 17:00:00,0
2015-02-06 20:00:00,0
2015-02-06 23:00:00,0
2015-02-07 02:00:00,0
2015-02-07 05:00:00,0
2015-02-07 08:00:00,0
2015-02-07 11:00:00,0
2015-02-07 14:00:00,0
2015-02-07 17:00:00,0
2015-02-07 20:00:00,0
2015-02-07 23:00:00,0
2015-02-08 02:00:00,0
2015-02-08 05:00:00,0
2015-02-08 08:00:00,0
2015-02-08 11:00:00,0
2015-02-08 14:00:00,0
2015-02-08 17:00:00,0
2015-02-08 20:00:00,0
2015-02-08 23:00:00,0
2015-02-09 02:00:00,0.008403361
2015-02-09 05:00:00,0
2015-02-09 08:00:00,0
2015-02-09 11:00:00,0
2015-02-09 14:00:00,0
2015-02-09 17:00:00,0
2015-02-09 20:00:00,0
2015-02-09 23:00:00,0
2015-02-10 02:00:00,0
2015-02-10 05:00:00,0
2015-02-10 08:00:00,0
2015-02-10 11:00:00,0
2015-02-10 14:00:00,0
2015-02-10 17:00:00,0
2015-02-10 20:00:00,0
2015-02-10 23:00:00,0
2015-02-11 02:00:00,0
2015-02-11 05:00:00,0
2015-02-11 08:00:00,0
2015-02-11 11:00:00,0
2015-02-11 14:00:00,0
2015-02-11 17:00:00,0.008403361
2015-02-11 20:00:00,0
2015-02-11 23:00:00,0
2015-02-12 02:00:00,0
2015-02-12 05:00:00,0
2015-02-12 08:00:00,0
2015-02-12 11:00:00,0
2015-02-12 14:00:00,0.008403361
2015-02-12 17:00:00,0
2015-02-12 20:00:00,0
2015-02-12 23:00:00,0
2015-02-13 02:00:00,0
2015-02-13 05:00:00,0
2015-02-13 08:00:00,0
2015-02-13 11:00:00,0
2015-02-13 14:00:00,0
2015-02-13 17:00:00,0
2015-02-13 20:00:00,0
2015-02-13 23:00:00,0
2015-02-14 02:00:00,0.016806723
2015-02-14 05:00:00,0.789915966
2015-02-14 08:00:00,0.336134454
2015-02-14 11:00:00,0.142857143
2015-02-14 14:00:00,0.025210084
2015-02-14 17:00:00,0.050420168
2015-02-14 20:00:00,0.092436975
2015-02-14 23:00:00,0.033613445
2015-02-15 02:00:00,0.478991597
2015-02-15 05:00:00,0.773109244
2015-02-15 08:00:00,0.109243697
2015-02-15 11:00:00,0.016806723
2015-02-15 14:00:00,0
2015-02-15 17:00:00,0
2015-02-15 20:00:00,0
2015-02-15 23:00:00,0
2015-02-16 02:00:00,0.008403361
2015-02-16 05:00:00,0.008403361
2015-02-16 08:00:00,0.226890756
2015-02-16 11:00:00,0.554621849
2015-02-16 14:00:00,0.050420168
2015-02-16 17:00:00,0.025210084
2015-02-16 20:00:00,0.016806723
2015-02-16 23:00:00,0
2015-02-17 02:00:00,0
2015-02-17 05:00:00,0
2015-02-17 08:00:00,0.008403361
2015-02-17 11:00:00,0
2015-02-17 14:00:00,0
2015-02-17 17:00:00,0
2015-02-17 20:00:00,0
2015-02-17 23:00:00,0
2015-02-18 02:00:00,0
2015-02-18 05:00:00,0
2015-02-18 08:00:00,0
2015-02-18 11:00:00,0.050420168
2015-02-18 14:00:00,0.025210084
2015-02-18 17:00:00,0.033613445
2015-02-18 20:00:00,0.025210084
2015-02-18 23:00:00,0.453781513
2015-02-19 02:00:00,2.394957983
2015-02-19 05:00:00,2.470588235
2015-02-19 08:00:00,1.109243697
2015-02-19 11:00:00,0.042016807
2015-02-19 14:00:00,0.008403361
2015-02-19 17:00:00,0.016806723
2015-02-19 20:00:00,0.142857143
2015-02-19 23:00:00,0.386554622
2015-02-20 02:00:00,1.294117647
2015-02-20 05:00:00,0.033613445
2015-02-20 08:00:00,0.016806723
2015-02-20 11:00:00,0.033613445
2015-02-20 14:00:00,0.016806723
2015-02-20 17:00:00,0.142857143
2015-02-20 20:00:00,0.117647059
2015-02-20 23:00:00,0.008403361
2015-02-21 02:00:00,0.016806723
2015-02-21 05:00:00,0.025210084
2015-02-21 08:00:00,0
2015-02-21 11:00:00,0
2015-02-21 14:00:00,0
2015-02-21 17:00:00,0
2015-02-21 20:00:00,0.008403361
2015-02-21 23:00:00,0
2015-02-22 02:00:00,0
2015-02-22 05:00:00,0.117647059
2015-02-22 08:00:00,0.865546218
2015-02-22 11:00:00,0.991596639
2015-02-22 14:00:00,0.680672269
2015-02-22 17:00:00,0.336134454
2015-02-22 20:00:00,0.050420168
2015-02-22 23:00:00,0.008403361
2015-02-23 02:00:00,0.042016807
2015-02-23 05:00:00,0
2015-02-23 08:00:00,0.033613445
2015-02-23 11:00:00,0
2015-02-23 14:00:00,0
2015-02-23 17:00:00,0.008403361
2015-02-23 20:00:00,0.008403361
2015-02-23 23:00:00,0
2015-02-24 02:00:00,0
2015-02-24 05:00:00,0
2015-02-24 08:00:00,0
2015-02-24 11:00:00,0
2015-02-24 14:00:00,0
2015-02-24 17:00:00,0
2015-02-24 20:00:00,0
2015-02-24 23:00:00,0.025210084
2015-02-25 02:00:00,0.193277311
2015-02-25 05:00:00,0.18487395
2015-02-25 08:00:00,0.067226891
2015-02-25 11:00:00,0.042016807
2015-02-25 14:00:00,0.016806723
2015-02-25 17:00:00,0.008403361
2015-02-25 20:00:00,0
2015-02-25 23:00:00,0
2015-02-26 02:00:00,0.016806723
2015-02-26 05:00:00,0.18487395
2015-02-26 08:00:00,0.12605042
2015-02-26 11:00:00,0.016806723
2015-02-26 14:00:00,0.008403361
2015-02-26 17:00:00,0.042016807
2015-02-26 20:00:00,0.100840336
2015-02-26 23:00:00,0.109243697
2015-02-27 02:00:00,0.697478992
2015-02-27 05:00:00,0.462184874
2015-02-27 08:00:00,0.100840336
2015-02-27 11:00:00,0.084033613
2015-02-27 14:00:00,0.050420168
2015-02-27 17:00:00,0.092436975
2015-02-27 20:00:00,0.075630252
2015-02-27 23:00:00,0.294117647
2015-02-28 02:00:00,0.966386555
2015-02-28 05:00:00,0.260504202
2015-02-28 08:00:00,0.033613445
2015-02-28 11:00:00,0
2015-02-28 14:00:00,0
2015-02-28 17:00:00,0.008403361
2015-02-28 20:00:00,0.008403361
2015-02-28 23:00:00,0
2015-03-01 02:00:00,0.100840336
2015-03-01 05:00:00,0.067226891
2015-03-01 08:00:00,0.008403361
2015-03-01 11:00:00,0
2015-03-01 14:00:00,0
2015-03-01 17:00:00,0.016806723
2015-03-01 20:00:00,0
2015-03-01 23:00:00,0
2015-03-02 02:00:00,0
2015-03-02 05:00:00,0
2015-03-02 08:00:00,0
2015-03-02 11:00:00,0.008403361
2015-03-02 14:00:00,0
2015-03-02 17:00:00,0
2015-03-02 20:00:00,0
2015-03-02 23:00:00,0
2015-03-03 02:00:00,0
2015-03-03 05:00:00,0
2015-03-03 08:00:00,0
2015-03-03 11:00:00,0
2015-03-03 14:00:00,0.008403361
2015-03-03 17:00:00,0
2015-03-03 20:00:00,0
2015-03-03 23:00:00,0
2015-03-04 02:00:00,0
2015-03-04 05:00:00,0
2015-03-04 08:00:00,0
2015-03-04 11:00:00,0
2015-03-04 14:00:00,0
2015-03-04 17:00:00,0
2015-03-04 20:00:00,0
2015-03-04 23:00:00,0
2015-03-05 02:00:00,0.008403361
2015-03-05 05:00:00,0.058823529
2015-03-05 08:00:00,0.025210084
2015-03-05 11:00:00,0.016806723
2015-03-05 14:00:00,0
2015-03-05 17:00:00,0
2015-03-05 20:00:00,0
2015-03-05 23:00:00,0
2015-03-06 02:00:00,0
2015-03-06 05:00:00,0
2015-03-06 08:00:00,0.008403361
2015-03-06 11:00:00,0
2015-03-06 14:00:00,0
2015-03-06 17:00:00,0
2015-03-06 20:00:00,0
2015-03-06 23:00:00,0
2015-03-07 02:00:00,0
2015-03-07 05:00:00,0
2015-03-07 08:00:00,0
2015-03-07 11:00:00,0.008403361
2015-03-07 14:00:00,0
2015-03-07 17:00:00,0
2015-03-07 20:00:00,0
2015-03-07 23:00:00,0.008403361
2015-03-08 02:00:00,0.016806723
2015-03-08 05:00:00,0.008403361
2015-03-08 08:00:00,0
2015-03-08 11:00:00,0
2015-03-08 14:00:00,0
2015-03-08 17:00:00,0
2015-03-08 20:00:00,0
2015-03-08 23:00:00,0
2015-03-09 02:00:00,0
2015-03-09 05:00:00,0
2015-03-09 08:00:00,0
2015-03-09 11:00:00,0
2015-03-09 14:00:00,0
2015-03-09 17:00:00,0
2015-03-09 20:00:00,0.016806723
2015-03-09 23:00:00,0
2015-03-10 02:00:00,0
2015-03-10 05:00:00,0.008403361
2015-03-10 08:00:00,0.016806723
2015-03-10 11:00:00,0
2015-03-10 14:00:00,0
2015-03-10 17:00:00,0
2015-03-10 20:00:00,0.008403361
2015-03-10 23:00:00,0.025210084
2015-03-11 02:00:00,0.201680672
2015-03-11 05:00:00,0.117647059
2015-03-11 08:00:00,0
2015-03-11 11:00:00,0.016806723
2015-03-11 14:00:00,0.016806723
2015-03-11 17:00:00,0.008403361
2015-03-11 20:00:00,0.008403361
2015-03-11 23:00:00,0
2015-03-12 02:00:00,0
2015-03-12 05:00:00,0
2015-03-12 08:00:00,0.008403361
2015-03-12 11:00:00,0
2015-03-12 14:00:00,0
2015-03-12 17:00:00,0
2015-03-12 20:00:00,0
2015-03-12 23:00:00,0
2015-03-13 02:00:00,0
2015-03-13 05:00:00,0
2015-03-13 08:00:00,0
2015-03-13 11:00:00,0
2015-03-13 14:00:00,0
2015-03-13 17:00:00,0.016806723
2015-03-13 20:00:00,0
2015-03-13 23:00:00,0
2015-03-14 02:00:00,0
2015-03-14 05:00:00,0
2015-03-14 08:00:00,0.008403361
2015-03-14 11:00:00,0.008403361
2015-03-14 14:00:00,0.025210084
2015-03-14 17:00:00,0.016806723
2015-03-14 20:00:00,0.016806723
2015-03-14 23:00:00,0
2015-03-15 02:00:00,0
2015-03-15 05:00:00,0.25210084
2015-03-15 08:00:00,0.495798319
2015-03-15 11:00:00,0.134453782
2015-03-15 14:00:00,0.050420168
2015-03-15 17:00:00,0.033613445
2015-03-15 20:00:00,0.016806723
2015-03-15 23:00:00,0
2015-03-16 02:00:00,0
2015-03-16 05:00:00,0
2015-03-16 08:00:00,0
2015-03-16 11:00:00,0
2015-03-16 14:00:00,0.016806723
2015-03-16 17:00:00,0
2015-03-16 20:00:00,0
2015-03-16 23:00:00,0.008403361
2015-03-17 02:00:00,0
2015-03-17 05:00:00,0.025210084
2015-03-17 08:00:00,0.050420168
2015-03-17 11:00:00,0.025210084
2015-03-17 14:00:00,0.033613445
2015-03-17 17:00:00,0.033613445
2015-03-17 20:00:00,0.008403361
2015-03-17 23:00:00,0.008403361
2015-03-18 02:00:00,0.151260504
2015-03-18 05:00:00,0.613445378
2015-03-18 08:00:00,0.798319328
2015-03-18 11:00:00,0.403361345
2015-03-18 14:00:00,0.016806723
2015-03-18 17:00:00,0
2015-03-18 20:00:00,0.008403361
2015-03-18 23:00:00,0.008403361
2015-03-19 02:00:00,0.008403361
2015-03-19 05:00:00,0
2015-03-19 08:00:00,0
2015-03-19 11:00:00,0
2015-03-19 14:00:00,0.008403361
2015-03-19 17:00:00,0.042016807
2015-03-19 20:00:00,0
2015-03-19 23:00:00,0.058823529
2015-03-20 02:00:00,0.12605042
2015-03-20 05:00:00,0.168067227
2015-03-20 08:00:00,0.016806723
2015-03-20 11:00:00,0.025210084
2015-03-20 14:00:00,0
2015-03-20 17:00:00,0
2015-03-20 20:00:00,0
2015-03-20 23:00:00,0.016806723
2015-03-21 02:00:00,0.016806723
2015-03-21 05:00:00,0.025210084
2015-03-21 08:00:00,0.008403361
2015-03-21 11:00:00,0
2015-03-21 14:00:00,0.050420168
2015-03-21 17:00:00,0
2015-03-21 20:00:00,0
2015-03-21 23:00:00,0
2015-03-22 02:00:00,0
2015-03-22 05:00:00,0
2015-03-22 08:00:00,0
2015-03-22 11:00:00,0.050420168
2015-03-22 14:00:00,0.008403361
2015-03-22 17:00:00,0
2015-03-22 20:00:00,0.050420168
2015-03-22 23:00:00,0.672268908
2015-03-23 02:00:00,0.042016807
2015-03-23 05:00:00,0.016806723
2015-03-23 08:00:00,0.008403361
2015-03-23 11:00:00,0
2015-03-23 14:00:00,0
2015-03-23 17:00:00,0
2015-03-23 20:00:00,0
2015-03-23 23:00:00,0
2015-03-24 02:00:00,0
2015-03-24 05:00:00,0.025210084
2015-03-24 08:00:00,0.193277311
2015-03-24 11:00:00,0.327731092
2015-03-24 14:00:00,0.016806723
2015-03-24 17:00:00,0
2015-03-24 20:00:00,0.008403361
2015-03-24 23:00:00,0
2015-03-25 02:00:00,0
2015-03-25 05:00:00,0
2015-03-25 08:00:00,0
2015-03-25 11:00:00,0
2015-03-25 14:00:00,0
2015-03-25 17:00:00,0
2015-03-25 20:00:00,0
2015-03-25 23:00:00,0.008403361
2015-03-26 02:00:00,0.12605042
2015-03-26 05:00:00,0.159663866
2015-03-26 08:00:00,0.042016807
2015-03-26 11:00:00,0.008403361
2015-03-26 14:00:00,0
2015-03-26 17:00:00,0
2015-03-26 20:00:00,0.008403361
2015-03-26 23:00:00,0
2015-03-27 02:00:00,0.016806723
2015-03-27 05:00:00,0
2015-03-27 08:00:00,0
2015-03-27 11:00:00,0.008403361
2015-03-27 14:00:00,0
2015-03-27 17:00:00,0
2015-03-27 20:00:00,0.008403361
2015-03-27 23:00:00,0.445378151
2015-03-28 02:00:00,0.789915966
2015-03-28 05:00:00,1.033613445
2015-03-28 08:00:00,0.285714286
2015-03-28 11:00:00,0.075630252
2015-03-28 14:00:00,0.008403361
2015-03-28 17:00:00,0
2015-03-28 20:00:00,0.008403361
2015-03-28 23:00:00,0
2015-03-29 02:00:00,0.016806723
2015-03-29 05:00:00,0.075630252
2015-03-29 08:00:00,1.067226891
2015-03-29 11:00:00,6.655462185
2015-03-29 14:00:00,1.168067227
2015-03-29 17:00:00,0.058823529
2015-03-29 20:00:00,0.008403361
2015-03-29 23:00:00,0
2015-03-30 02:00:00,0
2015-03-30 05:00:00,0
2015-03-30 08:00:00,0
2015-03-30 11:00:00,0.016806723
2015-03-30 14:00:00,0
2015-03-30 17:00:00,0.008403361
2015-03-30 20:00:00,0
2015-03-30 23:00:00,0
2015-03-31 02:00:00,0
2015-03-31 05:00:00,0
2015-03-31 08:00:00,0
2015-03-31 11:00:00,0
2015-03-31 14:00:00,0
2015-03-31 17:00:00,0
2015-03-31 20:00:00,0
2015-03-31 23:00:00,0.008403361
2015-04-01 02:00:00,0
2015-04-01 05:00:00,0.008403361
2015-04-01 08:00:00,0.033613445
2015-04-01 11:00:00,0.042016807
2015-04-01 14:00:00,0
2015-04-01 17:00:00,0
2015-04-01 20:00:00,0.268907563
2015-04-01 23:00:00,0.008403361
2015-04-02 02:00:00,0
2015-04-02 05:00:00,0
2015-04-02 08:00:00,0.18487395
2015-04-02 11:00:00,2.168067227
2015-04-02 14:00:00,1.18487395
2015-04-02 17:00:00,0.008403361
2015-04-02 20:00:00,0.680672269
2015-04-02 23:00:00,0.512605042
2015-04-03 02:00:00,0.075630252
2015-04-03 05:00:00,0
2015-04-03 08:00:00,0
2015-04-03 11:00:00,0
2015-04-03 14:00:00,0.084033613
2015-04-03 17:00:00,0.008403361
2015-04-03 20:00:00,0.067226891
2015-04-03 23:00:00,0
2015-04-04 02:00:00,0
2015-04-04 05:00:00,0.008403361
2015-04-04 08:00:00,0.084033613
2015-04-04 11:00:00,0.025210084
2015-04-04 14:00:00,0.025210084
2015-04-04 17:00:00,0.016806723
2015-04-04 20:00:00,0
2015-04-04 23:00:00,0.008403361
2015-04-05 02:00:00,0.058823529
2015-04-05 05:00:00,0.075630252
2015-04-05 08:00:00,0.092436975
2015-04-05 11:00:00,0.12605042
2015-04-05 14:00:00,0.327731092
2015-04-05 17:00:00,0.109243697
2015-04-05 20:00:00,0.025210084
2015-04-05 23:00:00,0
2015-04-06 02:00:00,0.798319328
2015-04-06 05:00:00,1.714285714
2015-04-06 08:00:00,0.571428571
2015-04-06 11:00:00,0.075630252
2015-04-06 14:00:00,0.193277311
2015-04-06 17:00:00,0.201680672
2015-04-06 20:00:00,0.050420168
2015-04-06 23:00:00,0.957983193
2015-04-07 02:00:00,0.739495798
2015-04-07 05:00:00,0.537815126
2015-04-07 08:00:00,0.588235294
2015-04-07 11:00:00,0.193277311
2015-04-07 14:00:00,0
2015-04-07 17:00:00,0
2015-04-07 20:00:00,0.117647059
2015-04-07 23:00:00,0.016806723
2015-04-08 02:00:00,0
2015-04-08 05:00:00,0.12605042
2015-04-08 08:00:00,0.109243697
2015-04-08 11:00:00,0.033613445
2015-04-08 14:00:00,0.008403361
2015-04-08 17:00:00,0.008403361
2015-04-08 20:00:00,0
2015-04-08 23:00:00,0
2015-04-09 02:00:00,0.100840336
2015-04-09 05:00:00,0.739495798
2015-04-09 08:00:00,0.613445378
2015-04-09 11:00:00,0
2015-04-09 14:00:00,0.084033613
2015-04-09 17:00:00,0.025210084
2015-04-09 20:00:00,0
2015-04-09 23:00:00,0
2015-04-10 02:00:00,0
2015-04-10 05:00:00,0.033613445
2015-04-10 08:00:00,0
2015-04-10 11:00:00,0
2015-04-10 14:00:00,0
2015-04-10 17:00:00,0
2015-04-10 20:00:00,0
2015-04-10 23:00:00,0
2015-04-11 02:00:00,0
2015-04-11 05:00:00,0
2015-04-11 08:00:00,0
2015-04-11 11:00:00,0
2015-04-11 14:00:00,0
2015-04-11 17:00:00,0
2015-04-11 20:00:00,0
2015-04-11 23:00:00,0
2015-04-12 02:00:00,0
2015-04-12 05:00:00,0
2015-04-12 08:00:00,0
2015-04-12 11:00:00,0
2015-04-12 14:00:00,0
2015-04-12 17:00:00,0
2015-04-12 20:00:00,0
2015-04-12 23:00:00,0
2015-04-13 02:00:00,0
2015-04-13 05:00:00,0
2015-04-13 08:00:00,0
2015-04-13 11:00:00,0.008403361
2015-04-13 14:00:00,0
2015-04-13 17:00:00,0
2015-04-13 20:00:00,0
2015-04-13 23:00:00,0
2015-04-14 02:00:00,0
2015-04-14 05:00:00,0
2015-04-14 08:00:00,0
2015-04-14 11:00:00,0
2015-04-14 14:00:00,0.008403361
2015-04-14 17:00:00,0
2015-04-14 20:00:00,0
2015-04-14 23:00:00,0
2015-04-15 02:00:00,0.210084034
2015-04-15 05:00:00,0.336134454
2015-04-15 08:00:00,0.81512605
2015-04-15 11:00:00,0.319327731
2015-04-15 14:00:00,0.058823529
2015-04-15 17:00:00,0.033613445
